canonical_or_candidate,observed_form,candidate_type,confidence,suggested_reference_name,reference_similarity,sources,sample_occurrences,first_video,first_timestamp,first_youtube_url,first_context
US Mexico,US Mexico,unverified_candidate,low,,0.533,Whisper,1,"1/2 HasanAbi December 30, 2021 – LeBrons Insta Meme, Dershowitz on Maxwell Verdict, Tesla Recall",03:36:18,https://www.youtube.com/watch?v=GpukXqD5DME&t=12978s,"…cked in a year long war with the degree people's liberation from a sudden wave of thousands of migrants has sparked a humanitarian crisis at the US Mexico border. Oh, this sucks. This straight up like everything sucked this year. Holy fuck. This video is so bad. How can you do that to human being t…"
US Security Forces,US Security Forces,unverified_candidate,low,,0.703,YouTube captions,1,"HasanAbi October 21, 2024 – Israel-Lebanon, Maya Higa visits (Animal s*x), Gülen dead, Ethan H3",05:31:41,https://www.youtube.com/watch?v=P4plSZ5Im1A&t=19901s,…amla Harris Mo Kahana says he's talking to the Israeli government about creating a pilot program for gated communities controlled by private US Security Forces that's awesome and generally for the life of him cannot finish a thought and he has called it the weave she's also increasingly using Trump'…
Use Spectral Steed Whistle,Use Spectral Steed Whistle,unverified_candidate,low,,0.436,Whisper,1,"2/2 HasanAbi November 12, 2021 – Disturbing Case of the Chief of Police Killer, 🎮ELDEN RING🎮",04:35:00,https://www.youtube.com/watch?v=JeFZt2Hyzqc&t=16500s,"That sucks. I forgot. Use Spectral Steed Whistle to summon and radial Spectral Steed. You can dismount and use again your Whistleby Pressing L3. If your Spectral Steed dies, you can sum…"
Villa Chevalier,Villa Chevalier,unverified_candidate,low,,0.571,Whisper,1,"HasanAbi June 16, 2026 –",05:19:09,https://www.youtube.com/watch?v=M_Gbk-hkNfM&t=19149s,"…on Dalia Liza, the insurgent campaign. Next question actually is on this topic. So we're definitely want to give you a chance to respond. Mr. Villa Chevalier, your candidacy did begin in part when a super PAC called Justice Democrats recruited you to run and your campaign has been boosted to the tu…"
Vladimir Putin Comically,Vladimir Putin Comically,unverified_candidate,low,,0.524,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",02:41:13,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=9673s,…as how will stop it believe me. I need to be president again. I'm still the president It's awesome. We must drop comical Pianos on top of Vladimir Putin Comically sized pianos Very dangerous folks many many such cases Pianos are falling and killing people all Around the world pro rocket. We need to…
Washington Heights,Washington Heights,unverified_candidate,low,,0.541,Whisper,1,"1/2 HasanAbi June 17, 2021 – The Discord gets Nuked, Joe Rogan, Biden-Putin, Ilhan Omar, Juneteenth!",03:20:44,https://www.youtube.com/watch?v=f5GaIJxQnp0&t=12044s,the uh like the recent one was because I said like I don't really care about uh Washington Heights and uh the lack of uh Afro-Latino uh representation in it because there were Afro-Latino people in the show but they just weren't black enou…
Water Resource,Water Resource,unverified_candidate,low,,0.629,YouTube captions,1,"HasanAbi January 13, 2025 – XianDivyne visits, NBC interview, 60 minutes on Israel, RedNote",01:51:15,https://www.youtube.com/watch?v=dcVUm8Z6wVA&t=6675s,…aster are you hoping foring to without in conditions at all I think we've got to have a serious conversation about that obviously there's been Water Resource mismanagement for uh they're like yeah we'll give you conditions as long as uh you know you open up new as long as you Dam the rivers redirect…
When Fox News,When Fox News,unverified_candidate,low,,0.56,Whisper,1,"1/2 HasanAbi December 30, 2021 – LeBrons Insta Meme, Dershowitz on Maxwell Verdict, Tesla Recall",02:46:13,https://www.youtube.com/watch?v=GpukXqD5DME&t=9973s,"…esome, dude That makes me so happy to see. Oh The rare American well, it's not a rare one. You know get fucked. Okay Get absolutely shitted on When Fox News is doing a better job. Holy shit. Would it take that England? Okay? You blew it like you blew the 13 colony lead, baby. Oh my lord"
Whistleby Pressing,Whistleby Pressing,unverified_candidate,low,,0.588,Whisper,1,"2/2 HasanAbi November 12, 2021 – Disturbing Case of the Chief of Police Killer, 🎮ELDEN RING🎮",04:35:00,https://www.youtube.com/watch?v=JeFZt2Hyzqc&t=16500s,"That sucks. I forgot. Use Spectral Steed Whistle to summon and radial Spectral Steed. You can dismount and use again your Whistleby Pressing L3. If your Spectral Steed dies, you can summon it again. Wait. Wait, how do I summon the fucking Speed Whistle? I need to see the horsey be…"
White House,White House,unverified_candidate,low,,0.7,YouTube captions,1,"1/2 HasanAbi November 1, 2021 – TUCKER JAN 6th Doc, NFT Theft, COP26, Elon Musk ends world hunger?",03:27:26,https://www.youtube.com/watch?v=-XxGMtNTS9s&t=12446s,…y [ __ ] god dude oh yeah yeah dude totally Democrats are all about [ __ ] you know leftist Democrats liberals they were all about storming the White House actually the news was a metaphor for Democrats strangling our elections I mean I'm not one of those people that's like oh my God I can't believ…
White House Chief,White House Chief,unverified_candidate,low,,0.545,YouTube captions,1,"HasanAbi April 3, 2026 –",02:16:39,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=8199s,…is um Susie Wilds. Uh some key some of Trump's key public supporters were criticizing the conflict with a no clear end in sight. It fell on White House Chief of Staff Susie W and a small group of aids to tell the president that the longer this war dragged on uh the more it would threaten his publi…
White House Chief Staff,White House Chief Staff,unverified_candidate,low,,0.511,Whisper,1,"HasanAbi April 3, 2026 –",02:16:39,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=8199s,"Some key, some of Trump's key public supporters were criticized and covered with a no-clear and incited felon White House Chief Staff Susie Wiles and a small group of A's to tell the president that the longer this war dragged on, the more it would threaten his public sup…"
World War,World War,unverified_candidate,medium,Cold War,0.824,Whisper,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",03:48:56,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=13736s,…hatter is so fucking stupid dude. No I know I know I know I literally mentioned this. I mentioned this story. I did. Yo dudes on back please not World War three. Yeah. World War three
Wow That,Wow That,unverified_candidate,low,,0.625,Whisper,1,"HasanAbi October 16, 2019 –",04:26:44,https://www.youtube.com/watch?v=wHzUpCARHQ8&t=16004s,"…s a black honey? Like a honey, okay, so I'll mix it with a nice honey. It's like a perfect mixture between Creamy and sweet with this soft bread. Wow That is amazing The thing with eggs tomato and sausage is called men and men like many men basically men and men The heaney molasses That's a lot of t…"
Wow Wow,Wow Wow,unverified_candidate,low,,0.533,Whisper,1,"2/2 HasanAbi February 2, 2022 –MasterChef S06, Old clips from Spain, Murats IRL cam setup, 🎮Pokémon🎮",01:10:17,https://www.youtube.com/watch?v=8dzD6DLGUTA&t=4217s,"…plated really nice But I think it could be some more coffee flavorful. Okay, but you're definitely back in the game for sure. Good job. Thank you Wow Wow, wow. Damn damn damn. Why desserts? I love desserts. It was you know, the thing my mom never really allowed me to have So for me, it was just kin…"
Xi Jinping,Xi Jinping,unverified_candidate,low,,0.609,YouTube captions,1,"1/2 HasanAbi November 1, 2021 – TUCKER JAN 6th Doc, NFT Theft, COP26, Elon Musk ends world hunger?",01:16:43,https://www.youtube.com/watch?v=-XxGMtNTS9s&t=4603s,…material conditions in your nation improve is just the unfortunate reality um he meant China didn't go to the event that's it you know president Xi Jinping
Yeah Also,Yeah Also,unverified_candidate,low,,0.526,Whisper,1,"1/2 HasanAbi November 18, 2021 – Hasan gets a Haircut, Ahmaud Arbery & Rittenhouse Trials, CHANNEL 5",00:59:56,https://www.youtube.com/watch?v=Yda6HZ0biOU&t=3596s,"…ike uh, a dude who was like not all there. Okay Who was running around looking, you know He was fighting it with his own mind. Yeah, I think so. Yeah Also, remember we're looking at the background of these victims, but nobody knew what they're like Calvin house did not know their fucking background…"
Yeah Lenin,Yeah Lenin,unverified_candidate,low,,0.727,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",01:04:49,https://www.youtube.com/watch?v=jkDIp853GTA&t=3889s,Yeah Lenin said that T.R. Gooster thank you for the tense everyone Gift subs Very good T.R. Gooster thank you Tanka Tanka Why does he look like the final b…
Yeah On,Yeah On,unverified_candidate,low,,0.571,Whisper,1,"HasanAbi October 16, 2019 –",04:26:44,https://www.youtube.com/watch?v=wHzUpCARHQ8&t=16004s,"A little it's really like it's high-grade, right? Really clean flavor. Yeah, put it on there. Yeah On the bread. Wow, look at that You're supposed to eat that with honey. It's just it's like a butter kaimak. It's like a yogurt butter combination k…"
Yeah So,Yeah So,unverified_candidate,low,,0.533,Whisper,1,"1/2 HasanAbi June 12, 2021 – E3!, Mormon Church REACT, Guess Whos the Sex Worker & Cheerleader REACT",03:02:50,https://www.youtube.com/watch?v=Z8_DfMXbL1Q&t=10970s,"…just you know, I don't want to get like controversial, but I feel like high school cheer isn't as much because you're not competing for anything Yeah So like I competed in high school and um like air is on a cheer for high school. Um, and they compete. They're really good I really don't think it's…"
Yeah That,Yeah That,unverified_candidate,low,,0.571,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",02:55:17,https://www.youtube.com/watch?v=jkDIp853GTA&t=10517s,"…he's good looking. Just no mullet though. No mullet got it What did you put him at then? A tier Okay, he doesn't like people on amv. It's true. Yeah That's right A tier for Curtis. Good shit He deserves it. He's he's great. Um Wait, where the fuck was oh, I was down here. Oh, I'm almost done. Okay…"
Yemen And,Yemen And,unverified_candidate,low,,0.6,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",00:59:37,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=3577s,"…ng them rendering them unable to do To combat inflation Okay, and we do this to many countries to the Iran we do this to Venezuela we do this to Yemen And the reality is for those of you saying Venezuela was starving before the sanctions. There is truth to that. Yes Foreign capital flight was part…"
Yes Foreign,Yes Foreign,unverified_candidate,low,,0.609,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",00:59:37,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=3577s,…o Venezuela we do this to Yemen And the reality is for those of you saying Venezuela was starving before the sanctions. There is truth to that. Yes Foreign capital flight was part of the reason why Venezuela was already in a shitty position overall the Venezuelan economy Under Chavez was not able t…
Young Turks,Young Turks,unverified_candidate,low,,0.762,YouTube captions,1,"HasanAbi August 3, 2026 – back in Michigan",04:51:32,https://www.youtube.com/watch?v=UF7XaBBLBQo&t=17492s,"…Floyd protests were happening. I had always been uh pro police reform, pro criminal justice reform. I had talked extensively when I was at the Young Turks about these issues and um I think people were just looking for someone who knew what they were talking about from a place of empathy and that w…"
